@relation disease
@attribute location1 REAL
@attribute location2 REAL
@attribute location3 REAL
@attribute location4 REAL
@attribute location5 REAL
@attribute location6 REAL
@attribute location7 REAL
@attribute location8 REAL
@attribute location9 REAL
@attribute location10 REAL
@attribute class {0,1}
@data
0,0,1,0,2,1,1,0,1,0,1
0,2,0,0,1,1,0,0,0,1,1
1,1,0,1,1,1,0,1,0,1,1
0,0,1,0,2,1,0,0,0,0,1
1,0,0,1,0,0,2,1,2,2,1
1,1,2,1,1,0,0,1,0,1,0
1,1,2,2,1,0,1,2,1,1,1
1,1,0,0,2,1,0,0,1,0,1
0,0,1,0,1,1,0,0,1,1,1
0,0,0,0,1,0,0,2,0,1,1
0,0,2,0,1,0,1,0,0,1,0
0,0,0,0,1,1,0,0,1,1,1
0,0,1,0,1,2,0,1,0,1,1
1,0,1,1,1,2,0,2,0,1,1
0,0,1,0,0,1,0,1,0,1,0
1,0,0,0,1,1,1,0,1,2,0
0,2,0,0,1,1,1,0,1,1,1
0,1,2,0,1,0,1,0,1,1,1
0,0,2,0,1,0,1,0,1,1,0
0,0,1,0,1,0,0,0,0,1,1
1,0,0,0,1,2,1,0,0,2,0
1,0,1,1,1,0,0,0,0,1,1
1,0,2,0,2,0,1,1,1,0,1
0,1,1,0,1,1,1,0,2,1,0
0,0,0,1,0,0,2,0,0,2,1
2,1,1,0,2,0,0,0,0,2,0
0,1,0,0,0,2,1,0,1,1,0
1,0,1,0,0,0,1,1,1,2,1
1,0,0,1,0,1,1,0,0,1,0
0,0,2,1,0,1,0,0,1,2,1
0,0,1,1,1,2,0,1,0,2,0
0,0,1,1,2,1,0,0,0,0,1
0,0,0,0,2,0,0,1,0,0,1
2,0,2,1,1,0,1,0,2,1,1
1,0,0,0,2,1,1,0,2,1,0
1,0,1,0,1,0,1,1,2,1,1
0,0,1,1,1,1,0,0,0,1,1
1,2,1,0,1,2,1,0,1,1,0
1,0,0,0,1,1,0,1,0,1,1
0,0,1,0,1,1,0,0,1,1,0
1,0,0,1,0,1,0,0,0,0,0
1,0,0,0,1,0,0,1,1,1,0
0,1,1,1,1,1,1,0,2,1,0
0,0,1,0,0,0,1,0,2,1,0
1,0,0,1,1,0,1,0,1,2,0
0,0,1,0,1,1,0,1,1,1,1
1,0,0,0,1,0,2,1,0,1,0
0,0,0,1,1,1,0,1,1,0,0
1,1,1,0,1,1,0,0,1,1,1
1,0,2,1,1,1,1,0,0,1,0
1,0,0,2,0,1,0,0,2,1,0
0,0,0,0,1,1,0,0,0,1,0
0,0,1,0,1,0,1,0,1,1,0
1,1,0,0,1,0,1,0,1,0,0
1,1,1,0,2,0,1,0,2,0,1
0,1,0,1,1,1,1,1,0,1,1
0,0,0,0,1,1,0,0,1,1,1
2,1,1,0,1,0,0,2,0,0,0
0,0,1,0,1,1,0,0,1,1,1
0,1,1,0,2,0,1,0,0,1,0
0,0,0,0,1,2,0,0,0,1,1
0,1,1,0,0,1,0,0,1,2,1
0,0,2,0,2,1,0,0,1,0,1
0,2,2,0,0,0,0,0,0,2,1
1,0,1,1,1,1,1,0,0,1,1
0,1,2,0,1,1,0,1,0,1,1
1,1,1,0,1,0,0,0,1,1,0
1,0,2,0,0,1,0,0,0,1,0
0,0,1,0,1,0,2,1,2,1,1
0,0,0,0,1,2,0,1,0,1,0
2,0,0,0,1,2,2,1,0,1,0
1,0,0,0,2,0,0,0,0,0,0
2,1,2,0,2,0,0,0,1,0,1
0,1,0,1,1,1,0,0,0,0,0
1,0,1,1,1,0,0,0,1,0,0
1,0,1,0,2,2,0,0,2,2,0
0,1,1,0,1,1,2,0,0,2,0
1,0,0,0,2,1,0,0,1,2,0
0,0,0,0,2,0,0,0,1,2,0
1,0,1,0,0,0,1,0,1,0,0
2,0,1,0,1,1,1,1,1,1,1
1,0,0,0,1,2,1,0,1,1,1
0,2,0,0,1,0,0,0,0,1,1
1,0,0,1,0,2,0,0,1,2,1
0,0,1,0,0,0,0,0,1,1,0
1,1,0,0,2,0,0,0,0,0,1
2,0,0,0,1,0,0,0,1,1,1
1,1,2,0,2,0,0,0,0,0,1
1,0,1,0,0,0,2,0,0,2,1
1,2,0,0,1,0,1,0,2,1,1
0,0,2,1,2,1,0,0,0,2,0
1,1,1,0,1,2,0,0,0,2,0
1,0,1,0,1,0,0,0,0,1,1
0,0,0,0,2,0,0,0,0,0,1
0,2,1,0,1,1,1,1,0,1,1
0,2,0,0,0,1,0,0,1,2,1
1,2,0,0,1,2,0,0,0,1,1
0,0,1,0,1,2,1,0,2,1,0
1,1,0,1,2,1,1,0,1,1,0
1,1,0,1,1,2,0,0,2,1,1
0,0,2,1,2,2,0,0,1,0,1
0,0,0,2,0,0,0,0,1,2,0
0,0,2,1,1,2,0,0,1,1,1
2,0,1,0,1,1,1,1,1,0,0
0,0,1,0,2,0,0,1,0,0,1
1,0,0,0,1,0,1,0,1,1,0
1,1,0,0,2,0,1,0,0,0,0
1,2,1,1,1,0,1,0,1,1,1
0,0,1,0,1,1,0,1,1,1,1
0,1,1,0,1,0,0,1,0,2,0
1,0,2,0,1,1,1,0,0,0,0
0,1,1,0,0,2,1,0,0,2,1
0,1,0,0,2,1,1,0,0,1,0
0,1,0,0,2,1,2,0,0,0,0
0,0,0,0,2,0,1,0,1,2,0
0,0,1,0,0,1,1,0,2,1,0
1,0,0,1,2,0,0,0,0,1,0
0,0,1,1,2,0,0,0,0,0,1
0,2,1,0,1,1,0,0,1,1,0
1,1,1,1,2,2,1,0,0,1,0
0,0,0,0,2,0,2,1,2,0,0
1,1,1,1,0,1,1,0,2,1,0
0,0,1,0,1,1,1,0,1,1,0
1,1,0,1,1,2,0,0,1,0,0
0,1,1,1,0,0,1,1,0,2,1
1,0,0,0,1,0,1,1,1,1,1
1,1,1,1,0,0,2,0,0,1,0
2,1,1,1,2,1,0,0,1,0,0
2,0,2,0,1,0,0,0,1,2,0
0,1,0,0,2,1,1,0,1,1,0
0,0,1,0,2,1,1,0,0,1,0
1,0,0,0,0,0,1,0,1,2,0
1,0,1,1,2,0,0,0,0,0,1
0,0,2,0,0,0,0,1,0,1,0
1,1,0,0,1,2,1,1,1,1,1
1,0,0,0,2,0,0,0,0,0,1
1,1,1,1,0,0,1,0,2,2,1
0,0,1,1,0,2,0,0,0,1,0
0,0,2,1,2,0,1,1,1,1,0
0,0,0,0,1,1,0,0,1,0,0
1,0,0,1,1,1,0,0,1,1,1
0,0,1,0,1,0,2,0,1,1,1
1,0,0,0,1,1,1,0,1,1,1
1,0,0,1,1,0,0,0,1,1,1
0,1,1,0,1,2,2,1,0,1,1
1,0,0,0,1,0,0,0,0,1,0
2,0,0,0,1,1,0,0,1,1,1
1,0,2,2,1,0,0,1,0,1,0
1,0,0,2,0,1,0,2,1,0,0
1,0,0,0,2,1,1,1,1,1,1
1,1,2,1,1,2,0,0,1,1,1
1,1,2,1,1,0,2,0,0,1,1
0,1,1,0,1,1,0,0,2,2,0
1,1,1,1,2,1,1,1,0,2,1
0,1,0,0,1,0,1,1,0,1,1
1,1,0,1,1,1,0,0,0,1,0
1,0,1,1,0,0,1,0,1,1,0
1,0,1,0,0,1,1,0,0,1,0
0,1,0,0,1,1,0,0,1,0,0
0,1,1,0,1,1,0,0,0,1,0
0,0,1,0,1,2,0,0,1,0,0
2,0,0,0,1,2,0,0,0,2,0
0,1,2,0,1,1,2,1,1,0,0
2,1,0,2,1,1,0,0,0,1,1
0,1,1,0,0,0,1,0,0,2,0
1,1,1,2,1,1,1,0,1,1,0
0,1,0,0,1,1,1,0,1,1,1
0,0,0,0,0,1,0,0,1,1,0
0,2,0,0,1,1,0,0,0,1,1
0,0,0,0,1,0,0,0,0,1,1
1,0,2,0,1,1,0,0,1,1,1
1,1,1,0,1,1,0,0,1,1,0
0,0,0,1,1,0,1,0,1,1,1
1,0,1,0,1,0,0,0,0,1,1
0,2,0,0,1,1,0,0,0,0,0
0,0,1,1,2,1,1,0,1,0,1
1,0,1,0,1,1,1,0,0,1,1
0,0,0,2,0,0,1,1,0,0,0
0,0,1,1,1,1,1,2,1,2,0
0,1,1,1,1,2,0,1,2,1,1
0,0,0,0,2,0,0,0,1,1,0
1,0,2,0,1,1,0,0,0,1,0
1,0,0,2,1,2,0,1,1,1,1
0,0,1,0,1,0,0,1,0,1,0
2,1,0,0,1,0,1,0,0,1,1
1,0,1,0,1,1,1,0,0,1,1
1,0,2,0,2,1,0,0,1,2,0
0,0,1,1,1,1,1,0,1,0,0
1,0,1,1,1,0,0,1,0,1,1
0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,1,0,1,0,1,1,1
1,0,0,0,2,0,0,0,0,0,1
0,0,1,0,1,2,1,0,1,1,1
1,0,1,1,1,0,1,0,0,1,1
0,0,1,1,1,0,0,1,0,2,0
1,0,2,0,2,1,0,1,0,1,0
0,0,0,2,1,0,0,1,1,1,1
1,0,2,1,0,1,0,1,0,2,1
1,2,1,1,1,0,0,0,1,1,1
1,0,1,1,1,0,1,0,1,1,0
2,1,0,0,1,0,0,0,1,1,0
1,1,0,1,0,0,0,0,0,1,0
2,1,0,0,2,1,0,0,0,1,0
2,0,1,0,2,1,0,0,0,0,1
0,1,1,1,1,0,0,0,1,1,0
1,0,0,0,1,1,2,0,1,1,1
0,1,0,0,1,0,1,0,1,1,1
2,0,1,0,1,1,0,0,0,2,0
2,0,1,0,1,0,1,0,2,1,0
0,0,0,1,1,2,2,1,1,1,0
1,1,0,0,0,0,0,0,0,2,1
0,0,2,1,1,1,0,2,1,1,1
1,0,2,2,2,0,0,0,0,1,0
2,1,2,0,1,1,0,0,0,1,0
0,0,1,0,2,0,0,1,1,0,1
1,0,1,0,1,1,0,0,1,0,0
0,0,1,0,1,1,0,0,0,0,0
0,1,2,0,1,0,0,0,1,1,1
0,2,1,0,2,0,1,0,1,0,1
0,1,1,0,2,1,0,0,1,1,0
0,1,1,1,1,1,0,0,2,1,1
0,0,1,0,1,0,0,0,1,1,0
1,1,1,0,2,1,1,0,1,0,1
1,1,0,2,1,1,1,1,0,2,0
2,0,0,0,0,0,0,0,1,2,0
2,1,0,0,2,0,0,0,0,0,1
0,1,0,0,1,1,1,0,1,0,0
0,0,0,1,2,1,2,0,0,0,1
1,0,1,0,1,0,0,0,1,0,0
1,1,0,0,1,2,0,0,0,0,0
2,1,1,0,2,1,1,0,1,2,0
1,0,1,0,2,1,0,0,1,1,0
1,0,1,0,1,1,1,0,1,1,1
1,0,0,1,1,2,1,0,1,1,1
0,0,0,1,1,1,0,1,0,1,1
1,1,2,1,0,2,1,0,1,2,0
0,0,1,0,1,1,2,0,0,1,1
0,1,1,0,1,0,1,0,1,1,1
0,0,1,0,1,0,1,0,0,1,0
1,0,0,2,1,2,0,1,1,1,1
1,0,2,0,1,1,0,0,1,1,0
2,1,0,0,1,1,0,0,1,1,0
1,0,0,0,0,1,0,0,1,2,1
1,0,1,0,0,1,0,0,0,2,0
0,1,1,0,0,0,1,0,0,2,0
1,0,0,0,0,2,1,0,1,1,0
1,1,1,1,0,0,0,1,0,2,1
1,1,1,0,1,0,1,1,2,2,0
0,2,0,0,1,1,0,0,1,1,0
1,0,0,1,1,1,0,0,1,1,1
2,0,0,0,1,0,0,0,1,1,1
0,0,0,0,1,1,0,1,1,1,1
0,0,1,0,1,2,2,1,0,1,1
1,1,0,0,2,1,1,0,1,0,1
1,1,0,0,1,0,1,1,1,2,0
1,0,1,1,0,2,0,0,2,2,1
1,1,1,0,1,1,1,0,0,1,1
1,0,0,0,1,1,0,0,0,1,1
0,0,1,1,1,0,2,0,0,1,1
1,0,1,1,1,2,0,0,0,1,1
1,1,1,0,2,1,0,0,1,1,0
0,0,0,0,0,0,1,0,0,2,1
1,0,2,0,2,1,0,0,0,0,0
1,2,0,0,1,0,1,0,2,1,1
0,0,1,1,1,0,1,0,1,1,1
1,2,2,1,1,0,0,0,1,1,1
0,0,2,1,1,1,0,0,1,1,1
1,0,1,0,0,0,2,0,0,2,0
0,1,0,0,2,1,0,1,0,2,1
0,1,0,0,2,1,1,0,0,0,1
1,1,1,1,0,0,0,0,0,1,0
0,0,0,1,1,2,0,1,0,1,1
1,1,0,0,1,0,1,1,0,1,1
0,1,2,0,0,1,0,1,0,2,1
0,0,1,0,1,1,1,1,1,1,1
0,1,2,2,1,1,0,0,0,1,1
1,1,0,0,1,1,0,1,2,1,1
1,2,1,0,1,0,0,1,1,1,1
1,0,0,0,2,0,0,0,1,1,0
0,0,1,0,1,0,1,0,1,1,1
0,0,1,0,1,1,1,1,0,1,1
1,0,0,0,2,2,1,1,0,2,0
0,0,1,2,0,0,1,0,0,1,0
1,0,1,0,0,0,0,1,1,2,1
1,0,0,0,1,0,1,1,1,0,0
0,0,1,0,0,1,0,0,0,1,0
0,1,2,1,1,0,1,0,0,1,1
0,1,0,0,0,1,2,0,0,2,1
1,0,1,2,1,0,1,1,1,1,1
1,1,0,0,1,1,0,0,0,1,1
0,0,2,2,2,1,0,1,1,0,1
1,1,1,0,1,1,0,0,0,0,0
1,0,2,1,2,0,1,0,0,0,0
0,0,0,1,1,1,0,0,0,1,1
0,1,0,1,0,1,1,0,0,0,0
1,0,1,0,1,0,1,1,2,1,1
1,1,1,1,1,1,0,0,1,2,0
0,0,2,0,1,1,0,2,0,2,0
0,0,1,0,1,0,1,0,0,1,1
0,0,0,0,2,2,0,0,0,0,1
0,0,1,0,0,0,0,1,1,2,0
0,1,2,0,1,1,0,0,1,0,0
1,1,1,0,2,0,1,2,2,0,1
0,0,0,2,1,0,0,2,0,1,1
1,0,2,0,1,0,0,1,1,0,0
0,1,0,0,1,0,0,0,1,1,0
0,1,0,1,2,1,0,0,0,2,0
0,1,2,0,1,1,0,0,1,1,0
0,1,1,0,0,0,0,0,2,1,0
1,1,0,2,2,0,0,0,1,1,0
1,0,0,1,0,1,0,1,0,0,0
0,2,0,2,1,1,0,0,2,1,1
1,0,2,0,1,1,0,0,0,1,1
0,0,1,1,1,1,1,0,2,1,1
0,1,0,0,0,0,1,1,0,0,0
1,0,0,1,1,1,0,0,2,1,1
1,1,1,2,1,2,1,0,0,1,1
0,1,1,0,0,0,0,0,0,2,1
0,1,1,1,1,0,1,0,0,1,1
2,1,1,0,1,0,0,0,0,1,1
0,0,1,0,1,0,1,0,1,1,1
1,1,0,0,1,0,0,0,1,2,0
0,0,1,0,1,2,0,1,1,1,1
0,1,1,0,1,0,0,1,0,1,1
1,0,1,0,2,0,0,0,1,1,0
1,0,1,0,1,0,0,2,0,1,0
0,0,2,0,2,1,0,2,0,0,1
0,1,2,1,1,0,1,0,1,1,1
1,0,1,0,1,1,1,2,1,1,1
0,0,1,0,0,1,1,1,0,2,1
1,0,2,0,1,0,0,0,1,1,1
1,1,1,0,1,1,1,0,0,1,1
1,1,1,0,1,2,0,0,0,1,1
0,0,1,0,1,0,0,0,0,1,0
1,0,1,1,1,0,1,1,1,1,0
1,0,0,1,2,0,1,0,0,0,1
0,1,0,1,2,0,0,1,2,1,0
0,1,2,1,1,1,0,0,0,1,1
1,1,0,1,2,0,0,0,0,1,1
1,0,1,0,2,0,1,0,0,0,1
1,0,2,0,0,0,0,1,2,1,0
0,1,2,0,1,1,2,0,0,1,1
0,0,1,1,1,1,0,1,2,2,0
1,0,1,0,1,2,0,1,1,1,1
0,0,1,0,1,0,0,0,0,1,0
1,0,1,0,1,1,0,0,0,0,0
1,0,0,0,1,1,0,0,0,1,1
1,1,0,0,1,0,2,0,0,2,0
1,0,2,0,0,0,0,1,2,2,1
0,0,1,0,2,1,0,0,1,0,1
1,0,0,2,1,1,0,0,0,1,1
2,0,2,0,1,0,1,1,0,1,0
0,1,1,1,1,1,0,1,1,1,1
2,2,2,1,0,1,1,1,2,2,1
0,0,0,0,1,1,0,0,0,1,1
1,0,1,0,1,0,0,0,1,1,1
0,1,0,0,2,0,0,1,0,0,1
0,0,2,0,1,0,1,1,1,0,0
0,1,2,0,2,1,0,0,2,0,1
1,1,0,1,2,2,0,0,0,0,1
0,0,1,0,1,1,0,0,1,2,0
0,0,1,1,0,0,2,1,1,1,0
0,0,0,0,2,1,1,0,2,0,1
0,0,2,1,0,1,0,0,0,1,0
0,1,0,0,1,0,1,0,1,1,0
1,1,0,0,1,1,1,0,0,1,1
1,2,0,1,1,2,1,0,0,1,1
0,1,0,0,1,0,1,0,0,1,1
1,0,1,0,2,0,1,1,0,0,0
1,0,0,1,2,1,0,0,1,2,0
0,1,2,1,1,1,0,0,1,1,1
1,1,0,1,1,1,2,0,2,1,0
1,0,1,1,1,1,1,1,1,1,1
0,0,2,1,1,2,1,0,1,1,1
0,0,1,1,1,1,0,2,2,1,0
1,0,1,0,0,0,1,0,1,1,0
1,0,1,0,1,1,0,1,1,1,1
2,0,0,1,1,1,1,0,2,1,1
0,1,1,0,1,0,2,0,0,1,1
1,0,1,0,1,0,1,0,1,0,0
1,0,0,1,0,1,0,0,1,2,1
0,0,1,0,1,1,0,0,0,1,1
0,1,0,0,0,0,2,0,1,2,1
2,1,1,0,1,2,0,0,0,1,1
0,0,0,0,1,0,2,1,1,0,0
2,0,1,0,0,0,1,0,1,2,1
0,1,1,1,0,0,1,0,0,1,0
1,0,1,0,1,0,1,1,1,2,0
0,0,0,0,1,0,0,1,2,1,1
0,1,1,0,1,1,1,0,2,1,1
0,1,0,0,2,1,0,0,1,0,0
0,0,2,0,1,1,1,0,0,1,0
0,0,2,1,1,1,1,0,0,2,0
1,1,1,0,1,0,1,0,1,1,1
0,0,0,0,2,0,1,2,0,0,1
0,1,2,0,1,0,0,0,0,1,1
0,0,1,0,1,1,2,1,1,0,0
0,2,1,0,2,1,0,0,1,2,0
0,1,1,1,1,0,1,1,0,1,1
0,0,2,0,1,1,1,0,0,1,1
0,1,0,0,1,1,0,0,1,1,1
1,0,2,1,1,1,1,0,1,1,1
2,0,1,1,1,0,0,0,2,1,1
1,0,0,0,1,1,1,0,1,1,1
0,0,1,1,0,0,0,1,1,0,0
0,1,1,0,1,2,2,2,1,1,0
1,1,1,0,2,1,0,0,1,1,0
1,0,1,1,1,1,0,2,1,1,1
0,1,1,0,1,1,1,2,0,1,1
0,0,1,0,1,0,1,0,0,1,1
1,0,1,0,1,0,0,0,0,1,1
2,1,1,0,1,2,1,0,1,1,1
0,0,0,1,1,0,1,0,1,1,1
1,0,1,0,1,1,2,0,0,1,1
0,0,1,0,1,0,0,0,0,0,0
2,0,1,2,1,0,0,0,0,1,1
0,1,1,1,0,1,1,0,1,1,0
1,0,1,0,2,1,0,0,1,1,0
1,0,0,2,1,1,0,0,0,0,0
2,1,1,0,2,1,1,1,1,1,0
2,0,1,0,1,0,0,1,2,0,0
0,0,0,1,1,1,0,0,1,1,0
1,2,0,0,1,1,1,0,1,1,1
0,0,0,0,2,0,1,1,0,0,0
0,2,0,0,1,1,0,1,1,1,1
0,1,2,1,1,1,0,1,1,1,1
0,0,1,0,1,0,1,0,0,1,1
1,0,1,1,1,0,0,0,0,1,1
1,0,1,0,2,1,1,1,1,2,0
0,1,0,0,1,1,0,0,1,1,0
1,1,1,0,0,1,1,1,0,0,0
1,0,1,1,0,2,1,0,2,1,0
1,1,0,0,1,2,0,0,1,1,1
0,1,1,0,1,1,1,0,1,1,1
0,1,0,0,2,0,0,0,0,0,1
1,0,1,1,0,0,0,0,1,0,0
1,1,1,0,1,1,1,1,1,2,0
1,1,0,1,1,1,0,1,2,2,0
2,0,1,2,2,2,0,0,0,2,0
0,0,1,1,1,1,1,1,1,1,0
1,0,0,0,0,0,1,0,1,2,1
0,0,0,0,2,1,1,1,1,1,0
1,0,0,0,0,0,0,0,1,2,1
0,1,1,0,1,1,0,0,1,1,1
1,1,0,0,1,0,2,0,0,1,1
1,0,0,0,1,0,0,0,0,1,0
0,1,0,0,1,0,1,0,0,1,0
0,1,0,0,2,1,1,0,0,1,0
0,1,1,1,2,0,0,0,1,2,0
0,1,2,1,0,0,0,1,0,2,1
0,0,1,1,0,1,1,1,2,1,0
1,0,2,1,1,1,0,0,0,0,0
0,1,1,0,1,2,0,0,0,1,1
1,1,2,1,1,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,1,0
1,1,0,1,1,2,0,0,1,1,0
1,1,1,1,1,0,1,0,1,0,0
1,0,2,0,0,0,2,1,2,2,0
1,0,0,0,0,1,0,0,1,1,0
2,0,0,1,2,1,1,0,0,2,0
0,0,0,0,1,1,0,0,0,2,0
0,0,0,0,1,1,0,1,0,1,1
1,1,0,0,1,1,0,0,1,2,0
0,0,1,0,2,0,0,0,0,0,1
0,0,2,0,1,1,2,1,2,1,1
0,0,0,2,2,1,0,0,0,2,0
1,0,0,2,2,1,0,1,2,0,1
0,0,1,1,1,0,0,0,0,1,1
0,0,0,2,0,1,0,0,0,2,1
0,0,1,1,0,1,0,0,0,2,0
1,1,0,0,1,1,1,0,1,1,0
1,1,2,0,2,0,1,1,1,0,1
1,0,1,0,0,0,0,0,0,1,0
0,0,0,0,0,2,0,0,1,1,0
0,1,1,1,0,0,0,0,2,1,0
1,1,0,0,1,0,1,0,0,1,0
1,2,2,0,2,0,1,0,0,0,1
0,0,2,0,1,0,0,0,1,1,0
0,1,2,0,1,0,0,1,2,1,1
1,0,1,1,1,0,0,1,0,1,1
1,0,1,1,1,0,0,1,0,1,0
1,0,0,0,2,0,0,0,1,1,1
2,1,0,0,1,1,2,0,1,1,1
1,0,1,0,2,1,0,0,2,0,1
0,1,2,0,1,0,0,0,1,2,0
1,0,0,1,1,1,1,0,1,2,0
1,0,0,0,1,0,0,0,0,1,0
1,0,1,0,1,0,0,0,0,0,0
1,1,0,1,0,0,0,0,0,1,0
1,1,1,0,1,0,0,0,2,2,0
1,1,1,1,1,0,0,1,0,1,1
1,1,0,0,1,2,0,0,0,1,1
1,1,2,0,1,0,2,1,0,1,0
0,0,1,0,1,1,1,0,1,0,0
0,0,0,0,1,1,1,0,1,1,1
1,0,1,0,1,1,0,0,1,1,1
1,0,1,1,2,0,0,1,1,0,1
1,1,1,0,1,0,0,0,0,1,1
0,0,1,0,0,1,1,0,1,1,0
1,0,1,2,1,1,1,0,0,1,0
0,1,0,0,2,2,0,1,1,0,1
1,1,1,0,1,1,1,0,1,1,1
1,0,1,1,1,2,1,0,0,2,0
0,1,0,0,0,2,1,1,0,1,0
1,0,0,0,1,2,0,0,2,2,0
1,0,0,1,1,0,0,0,0,1,1
1,2,1,1,1,0,1,1,0,0,0
0,0,1,2,1,1,1,0,0,1,1
1,0,1,0,1,0,0,0,2,1,1
1,1,0,0,1,2,0,1,2,1,0
0,1,0,1,2,0,0,0,2,0,1
2,0,2,0,2,1,0,1,0,1,0
1,1,0,0,0,0,1,0,0,2,0
0,0,0,0,0,1,0,0,1,2,1
0,0,1,0,1,1,0,1,1,1,0
0,0,0,0,1,1,1,0,1,1,1
0,1,1,0,1,2,0,1,1,1,1
0,1,0,0,2,0,1,0,1,0,1
1,0,0,1,1,0,1,0,1,0,0
0,1,0,1,1,1,0,1,0,1,1
2,1,0,0,1,1,0,0,1,1,1
0,0,0,1,1,0,0,0,2,1,1
0,0,1,0,1,1,1,0,0,2,0
2,2,1,2,1,0,0,0,0,1,1
2,1,0,0,2,1,0,0,0,2,0
0,0,2,0,2,2,1,1,1,0,0
1,1,0,1,1,0,0,1,1,1,1
0,1,0,1,2,0,0,0,0,0,1
1,0,0,0,2,1,2,0,0,0,0
0,0,1,1,1,1,0,0,1,1,0
0,1,0,0,2,1,1,0,0,0,1
0,1,2,0,1,1,0,0,1,1,1
0,1,0,1,1,0,0,1,0,0,0
1,0,0,0,1,2,0,0,1,1,0
0,1,0,1,2,0,0,0,0,2,0
1,0,1,0,1,2,1,0,1,1,0
0,0,2,0,1,0,1,0,1,2,0
0,1,0,0,0,0,1,0,0,0,0
0,0,0,1,1,0,0,0,0,0,0
1,1,2,0,2,2,0,0,0,0,1
1,0,2,0,1,0,0,0,1,1,1
0,0,1,0,2,0,0,1,1,0,1
1,2,0,0,1,0,1,0,1,1,1
1,0,1,0,1,0,0,0,1,1,1
0,0,0,1,2,0,0,1,1,0,1
1,1,1,0,1,0,0,0,1,2,0
1,1,2,1,2,1,0,0,2,2,0
2,0,2,1,0,0,0,0,0,2,1
0,2,0,0,2,0,0,0,1,2,0
0,1,1,0,1,0,1,0,1,1,1
1,1,0,0,2,0,0,0,1,1,0
2,1,1,0,0,0,1,0,0,2,1
1,1,1,1,1,0,0,1,1,2,0
0,2,0,0,2,0,1,0,0,0,0
0,1,0,1,2,1,0,1,0,1,0
1,1,0,0,2,1,1,0,1,0,0
0,1,0,1,0,0,0,1,0,2,1
1,1,2,0,0,1,0,0,0,1,0
0,0,1,0,2,2,2,0,2,0,1
1,0,2,1,1,1,0,0,0,1,1
0,0,0,2,2,0,0,0,0,1,0
1,0,0,0,0,0,0,0,2,2,1
1,1,1,0,1,1,0,0,0,1,1
0,0,2,1,2,0,0,0,0,1,1
0,0,1,1,1,2,0,1,0,1,1
1,0,1,0,2,1,0,1,1,0,0
2,0,0,0,2,2,1,0,1,0,1
1,1,2,0,1,2,1,0,1,0,0
1,0,1,0,0,0,0,2,0,1,0
0,0,1,0,1,1,1,0,0,1,1
0,1,2,0,0,1,0,1,1,2,1
0,1,1,0,1,1,0,0,1,1,0
1,1,0,0,1,0,2,0,0,0,0
1,0,0,1,1,2,0,0,1,0,0
2,0,1,0,1,0,0,0,0,1,1
1,0,0,0,1,0,1,0,1,1,1
1,0,0,0,2,1,0,0,0,1,0
1,1,0,0,1,1,0,0,2,2,0
1,1,0,0,2,1,0,0,1,0,0
0,0,0,1,0,1,1,0,0,2,1
0,0,0,0,0,2,0,0,1,2,0
0,1,0,0,2,0,1,1,0,0,0
1,0,2,0,0,1,0,0,0,1,0
1,1,1,1,0,0,0,2,0,0,0
1,0,1,2,2,0,1,1,0,0,0
0,0,0,0,1,1,0,0,1,1,1
1,1,1,0,1,1,0,1,0,1,0
0,1,1,0,1,1,2,1,1,1,1
1,1,1,0,1,2,0,0,1,1,1
0,1,1,1,1,1,0,0,0,1,1
1,1,1,0,2,0,1,1,0,1,0
2,1,2,0,0,1,0,0,0,1,0
1,1,1,0,0,2,1,0,1,2,1
0,0,1,1,1,2,0,0,1,1,0
1,0,0,1,1,1,1,1,0,1,1
0,0,1,0,0,1,0,0,0,2,1
0,0,0,1,1,1,0,0,1,1,1
0,1,0,0,2,1,1,0,1,0,1
0,1,1,1,2,0,0,0,0,0,1
1,1,0,0,0,0,0,0,1,2,0
0,2,0,0,1,1,0,0,2,1,0
2,0,1,1,1,1,0,0,1,1,1
1,1,1,1,2,2,0,0,0,1,1
1,1,0,0,1,1,0,0,0,1,0
0,1,1,0,2,1,0,0,1,1,1
1,1,1,0,1,1,0,0,1,1,0
0,0,0,0,1,0,1,0,2,1,1
0,0,2,0,2,0,0,1,1,1,0
1,1,1,0,0,1,1,0,2,2,1
0,2,0,0,2,0,1,0,2,0,1
0,1,0,0,2,1,1,0,0,0,1
0,0,0,0,1,1,1,0,0,1,1
0,1,2,0,2,0,0,0,1,0,1
1,0,0,0,2,1,0,0,0,2,0
0,0,1,0,1,1,1,1,1,1,1
0,0,0,0,2,0,0,1,0,1,0
1,1,1,1,2,1,0,0,0,1,0
1,1,1,0,0,1,2,1,0,0,0
1,2,1,0,1,0,1,0,0,0,0
1,0,2,0,1,1,1,0,1,1,1
0,0,1,0,2,0,2,1,2,1,1
1,0,2,2,0,2,0,0,0,2,1
0,0,1,1,1,1,0,0,0,1,1
0,0,2,0,0,2,1,2,0,0,0
2,0,1,0,1,0,0,0,2,1,1
0,0,1,0,1,0,0,1,0,1,1
1,0,1,0,1,1,2,0,2,1,1
1,0,1,0,2,0,1,0,1,0,1
0,0,0,0,1,0,1,1,0,1,1
0,0,0,1,2,1,0,0,1,2,0
